Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
6/11/2024,0,"BANEGAS, J.",00:18:48,8,2,2,100,0,0,0,2,6,33,0,1,1,0,0,0,0,4,2,2
6/11/2024,1,"GARGALLO, L.",00:31:24,26,4,6,66,2,3,66,6,9,66,1,3,4,2,0,1,0,0,4,5
6/11/2024,2,"PAYTON, E.",00:22:41,4,2,2,100,1,2,50,0,2,0,0,2,2,4,0,0,1,1,1,1
6/11/2024,3,"BOTTA, T.",00:30:10,15,0,0,0,3,3,100,3,5,60,1,2,3,5,0,0,1,2,2,3
6/11/2024,5,"GARCIA, G.",00:32:50,8,3,4,75,1,5,20,1,4,25,2,10,12,2,0,0,3,2,4,6
6/11/2024,6,"ACEVEDO, S.",00:25:35,6,6,6,100,0,3,0,0,8,0,2,3,5,0,0,0,1,0,4,4
6/11/2024,7,"REARTE, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2024,8,"RAMALLO, G.",00:00:39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/11/2024,12,"MENDEZ, F.",00:20:53,0,0,0,0,0,3,0,0,2,0,2,8,10,2,0,0,2,1,3,0
6/11/2024,20,"LEDESMA, R.",00:14:01,2,0,0,0,1,4,25,0,2,0,0,3,3,1,1,0,2,1,1,1
6/11/2024,22,"CARABALI, B.",00:27:58,25,1,1,100,12,15,80,0,0,0,1,7,8,0,3,0,0,2,5,2
6/11/2024,24,"BENAY, L.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
